,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
11,Origami Tobiichi,/origami-tobiichi/10-42685/,,0,0,0,0,0,0,,,,,,Date A Live - Date A Live Universe,,-,-,,
12,Origin,/origin/10-30031/,,0,0,0,0,0,0,,,,,,,,-,-,,
13,Original Cindy,/original-cindy/10-38304/,Cynthia McEachin,55,1,6,10,0,10,['Intelligence'],Cynthia McEachin,,Dark Angel Pilot Episode,Good,Dark Angel - James Cameron's Dark Angel,Female,"165.1 cm • 5'5""",-,Hazel,Black
14,Original Demon,/original-demon/10-27856/,Original Demon,0,0,0,0,0,0,,,,Manga: Seven Deadly Sins - Chapter #292,Bad,SDS - Seven Deadly Sins,Male,-,-,-,Grey
15,Orihime Inoue,/orihime-inoue/10-12696/,,70,10,50,40,60,75,"['Acrobatics', 'Agility', 'Endurance', 'Enhanced Touch', 'Extrasensory Perception', 'Intelligence', 'Matter Manipulation', 'Reflexes', 'Soul Manipulation', 'Soul Resistance', 'Stamina', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Causality Manipulation', 'Causality Resistance', 'Cold Resistance', 'Curse Resistance', 'Dexterity', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Force Fields', 'Heat Resistance', 'Illusion Resistance', 'Instinctive Reaction', 'Intangibility', 'Invisibility', 'Master Martial Artist', 'Memory Manipulation', 'Non-Physical Interaction', 'Paralysis', 'Power Nullifier', 'Regeneration', 'Sealing', 'Spatial Awareness', 'Status Effect Inducement', 'Weapons Master', 'Aura', 'Existence Erasure', 'Hope Inducement', 'Longevity', 'Pain Suppression']",,,"Bleach Volume 1, Chapter 2",Good,Bleach - Bleach,Female,"157 cm • 5'1.8""",49 kg • 108.03 lbs,Brown,Orange
16,Orikal,/orikal/10-40954/,Orikal,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
17,Orion,/orion/10-10485/,,95,100,100,100,90,85,"['Accelerated Healing', 'Agility', 'Astro Force', 'Berserk Mode', 'Cold Resistance', 'Dexterity', 'Durability', 'Endurance', 'Energy Blasts', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fire Resistance', 'Flight', 'Force Fields', 'Heat Resistance', 'Intelligence', 'Interstellar Travel', 'Invulnerability', 'Jump', 'Longevity', 'Portal Creation', 'Power Suit', 'Reflexes', 'Self-Sustenance', 'Stamina', 'Super Speed', 'Super Strength', 'Weapons Master', 'Adaptation', 'Astral Projection', 'Attack Reflection', 'Aura', 'Electricity Resistance', 'Energy Armor', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Existence Erasure Resistance', 'Godly Physiology', 'Gravity Control', 'Immortality', 'Magnetism', 'Marksmanship', 'Matter Manipulation', 'Power Augmentation', 'Rage Power', 'Reactive Evolution', 'Regeneration', 'Resurrection', 'Shapeshifting', 'Size Changing', 'Spatial Awareness', 'Spatial Manipulation', 'Stealth', 'Summoning', 'Telekinesis', 'Telepathy Resistance', 'Time Travel', 'Toxin and Disease Resistance', 'Transformation', 'Vitakinesis', 'Weapon-based Powers', 'Reality Warping', 'Reality Warping Resistance']",,,"New Gods #1 (March, 1971)",Good,Prime Earth - Prime DC Comics Universe,Male,"193 cm • 6'4""",192.8 kg • 425.05 lbs,Blue,Strawberry Blond
18,Orion,/orion/10-18135/,,0,0,0,0,0,0,,,,,,,,-,-,,
19,Orion,/orion/10-23073/,Orion,80,75,70,85,80,65,"['Endurance', 'Super Speed', 'Super Strength', 'Accelerated Healing', 'Agility', 'Cold Resistance', 'Electricity Resistance', 'Energy Blasts', 'Energy Resistance', 'Fire Resistance', 'Flight', 'Godly Physiology', 'Heat Resistance', 'Immortality', 'Indomitable Will', 'Invulnerability', 'Radiation Immunity', 'Reflexes', 'Spaceflight', 'Toxin and Disease Resistance']",,,,,DCAU - DC Animated Universe,,-,-,,
20,Orion,/orion/10-33005/,Orion,0,0,0,0,0,0,,,,,,Earth-22 - Kingdom Come,,-,-,,
21,Orion,/orion/10-35657/,,0,0,0,0,0,0,,,,,,Earth-1198 - Dark Side,,-,-,,
22,Orion,/orion/10-33724/,,85,25,25,30,40,60,"['Cold Resistance', 'Durability', 'Electrokinesis', 'Endurance', 'Enhanced Condition', 'Flight', 'Indomitable Will', 'Intelligence', 'Light Control', 'Longevity', 'Marksmanship', 'Peak Human Condition', 'Stamina', 'Super Speed', 'Super Strength', 'Accelerated Development', 'Antimatter Manipulation', 'Bullet Time', 'Explosion Manipulation', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Interstellar Travel', 'Invulnerability', 'Latent Abilities', 'Magnetism', 'Master Martial Artist', 'Master Tactician', 'Reflexes', 'Weapon-based Powers']",,,,Good,Hero Wars Verse - Hero Wars Verse,-,-,-,Blue / White,No Hair
23,Orion,/orion/10-46403/,,0,0,0,0,0,0,,,,,,Young Justice - Young Justice (2010- TV Series),,-,-,,
24,Orion,/orion/10-46421/,,85,100,90,100,80,80,,,,,Good,New 52 - New 52,Male,"185.4 cm • 6'1""",88.45 kg • 195 lbs,Blue,Orange
25,Orion (Anti-Life Equation),/orion-anti-life-equation/10-20383/,Orion,100,100,100,100,100,100,"['Nigh-Omnipotence', 'Omnipresence', 'Omniscience']",,,,,,,-,-,,
26,Orion (God in Red),/orion-god-in-red/10-30205/,Orion,0,0,0,0,0,0,,,,,,,,-,-,,
27,Orion (Servant Of Darkness),/orion-servant-of-darkness/10-26122/,Orion,0,0,0,0,0,0,,,,,-,Pre-Crisis - Pre Crisis on Infinite Earths,-,-,-,-,-
28,Orion (Soulfire Formula),/orion-soulfire-formula/10-20382/,Orion,95,100,100,100,100,95,['Nigh-Omnipotence'],,Apokolips,,-,,Male,"186 cm • 6'1.2""",90 kg • 198.42 lbs,Red,Red
29,Orion (True Form),/orion-true-form/10-14816/,Orion,100,100,100,100,100,100,"['Nigh-Omnipotence', 'Nigh-Omniscience', 'Omnipresence']",,,,,Prime Earth - Prime DC Comics Universe,,-,-,-,-
30,Orion Pax,/orion-pax/10-14418/,Orion Pax,0,0,0,0,0,0,,,,,,,,-,-,,
31,Orisa,/orisa/10-14710/,,0,0,0,0,0,0,,,,Overwatch,Neutral,Overwatch - Overwatch Universe,-,-,-,No eyes,No Hair
32,Orka,/orka/10-42520/,Orka,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
33,Orko,/orko/10-10604/,,0,0,0,0,0,0,,,,,Good,MotU - Masters Of The Universe,Male,-,-,,
34,Orla Jareni,/orla-jareni/10-36382/,Orla Jareni,0,0,0,0,0,0,,,,,,Star Wars - Star Wars Universe,,-,-,,
35,Orlando Oxford,/orlando-oxford/10-44908/,Orlando Oxford,0,0,0,0,0,0,,,,,,Kingsman - Kingsman,,-,-,,
36,Orm,/orm/10-40250/,Orm,100,100,100,100,100,100,"['Apathy', 'Apotheosis', 'Divine Powers', 'Divinity', 'Nigh-Omnipotence', 'Nigh-Omniscience', 'Omni-Sense', 'Omnifabrication', 'Omnikinesis', 'Omnilingualism', 'Omnilock', 'Omnimimicry', 'Omnipresence', 'Origin Manipulation', 'Supreme Power', 'Truth Manipulation', 'Uni-Power', 'Zenith']",,,,,AWLBA - A Wild Last Boss Appeared,,-,-,,
37,Orman Tagge,/orman-tagge/10-36660/,Orman Tagge,0,0,0,0,0,0,,,,,,Star Wars - Star Wars Universe,,-,-,,
38,Ornitho,/ornitho/10-32052/,Aviax,0,0,0,0,0,0,,,,,,Pre-Crisis - Pre Crisis on Infinite Earths,,-,-,,
39,Ornn,/ornn/10-39533/,Ramhaurg,75,75,25,55,80,60,"['Animal Attributes', 'Endurance', 'Explosion Manipulation', 'Extrasensory Perception', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Immortality', 'Longevity', 'Magic', 'Magic Resistance', 'Magma Manipulation', 'Melting', 'Shockwaves Generation', 'Summoning', 'Terrakinesis', 'Toxin and Disease Resistance', 'Animal Oriented Powers', 'Corruption Resistance', 'Damage Boost', 'Damage Reduction', 'Dexterity', 'Durability Negation', 'Element Control', 'Energy Resistance', 'Enhanced Hearing', 'Enhanced Sight', 'Enhanced Smell', 'Godly Physiology', 'Illumination', 'Invulnerability', 'Jaw Strength', 'Large Size', 'Mind Control Resistance', 'Natural Weapons', 'Non-Physical Interaction', 'Possession Resistance', 'Power Bestowal', 'Preparation', 'Reactive Power Level', 'Seismic Power', 'Self-Sustenance', 'Sonic Scream', 'Soul Resistance', 'Status Effect Inducement', 'Weapon Creation', 'Accelerated Development', 'Cold Resistance', 'Liquid Transmutation', 'Smoke Manipulation', 'Statistics Amplification', 'Statistics Reduction']",,The Primordial Freljord,"October 23th, 2017 (League of Legends)",Good,League Of Legends - League of Legends,Male,-,-,Red,Red
40,Oro,/oro/10-10121/,,0,0,0,0,0,0,,,,,,,,-,-,,
41,Oro,/oro/10-11064/,,0,0,0,0,0,0,,,,,,Street Fighter,,-,-,,
42,Orochi,/orochi/10-26269/,Orochi,95,100,80,95,100,100,"['Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Attack Reflection', 'Avatar Creation', 'Chi Manipulation', 'Damage Transferal', 'Durability', 'Element Control', 'Empathy', 'Endurance', 'Energy Blasts', 'Energy Constructs', 'Energy Manipulation', 'Enhanced Memory', 'Enhanced Sight', 'Explosion Manipulation', 'Flight', 'Godly Physiology', 'Intelligence', 'Jump', 'Levitation', 'Light Control', 'Longevity', 'Mind Transfer', 'Peak Human Condition', 'Power Augmentation', 'Reflexes', 'Shockwaves Generation', 'Social Influencing', 'Spatial Awareness', 'Stamina', 'Stands', 'Stealth', 'Super Speed', 'Super Strength', 'Telekinesis', 'Teleportation', 'Toxin and Disease Resistance', 'Void Manipulation', 'Adaptation', 'Agility', 'Animal Attributes', 'Apathy', 'Aura', 'Awakened Power', 'Black Hole Manipulation', 'Clairvoyance Resistance', 'Danger Sense', 'Dark Magic', 'Density Control', 'Dexterity', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Duplication', 'Electrical Transport', 'Electrokinesis', 'Elemental Transmogrification', 'Energy Absorption', 'Energy Beams', 'Energy Embodiment', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Touch', 'Fire Control', 'Force Fields', 'Force Speed', 'Holy Manipulation', 'Immortality', 'Intangibility', 'Latent Abilities', 'Master Martial Artist', 'Mind Blast', 'Mind Control', 'Morality Manipulation', 'Natural Armor', 'Neon Blasts', 'Omnilingualism', 'Origin Manipulation', 'Pain Suppression', 'Perfect Recollection', 'Phasing', 'Physical Anomaly', 'Plant Control', 'Possession', 'Possession Resistance', 'Postcognition', 'Power Bestowal', 'Power Primordial', 'Power Sense', 'Precognition', 'Preparation', 'Reactive Evolution', 'Reactive Power Level', 'Regeneration', 'Spatial Communication', 'Supernatural Condition', 'Swordsmanship', 'Telepathy', 'Terrakinesis', 'Transduality', 'Transformation', 'Vaporising Beams', 'Vitakinesis', 'Wallcrawling', 'Weather Control', 'Wind Control', 'Divinity', 'Enhanced Smell', 'Illusions', 'Invulnerability', 'Memory Manipulation', 'Radiation Immunity', 'Resurrection', 'Self-Sustenance', 'Summoning']",,,The King of Fighters '96 (Cameo) & The King of Fighters '97,Bad,KOF - King of Fighters,Male,50 mm • 1.97 inch,-,Grey,White
43,Orochi,/orochi/10-27290/,Yamata No Orochi,0,0,0,0,0,0,,,,,,,,-,-,,
44,Orochi,/orochi/10-39410/,,0,0,0,0,0,0,,,,,,Fire Force - Fire Force Universe,,-,-,,
45,Orochi,/orochi/10-43249/,,0,0,0,0,0,0,,,,,,Senran Kagura - Senran Kagura,,-,-,,
46,Orochi Rugal (King of Fighters '95),/orochi-rugal-king-of-fighters-95/10-28601/,Rugal Bernstein,95,90,50,95,100,100,"['Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Agility', 'Apathy', 'Attack Reflection', 'Aura', 'Cyborgization', 'Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Dexterity', 'Durability', 'Endurance', 'Energy Blasts', 'Energy Constructs', 'Energy Embodiment', 'Energy Manipulation', 'Enhanced Condition', 'Enhanced Memory', 'Gliding', 'Hyperkinesis', 'Instinctive Reaction', 'Intangibility', 'Intelligence', 'Jump', 'Master Martial Artist', 'Master Tactician', 'Mechanical Aptitude', 'Peak Human Condition', 'Power Absorption', 'Power Mimicry', 'Power Modification', 'Preparation', 'Radiation Absorption', 'Rage Power', 'Reflexes', 'Regeneration', 'Self-Destruction', 'Spatial Awareness', 'Stamina', 'Stands', 'Super Strength', 'Toxin and Disease Resistance', 'Weapon-based Powers', 'Darkforce Manipulation', 'Element Control', 'Energy Absorption', 'Enhanced Hearing', 'Enhanced Touch', 'Force Fields', 'Force Speed', 'Information Analysis', 'Information Manipulation', 'Invulnerability', 'Latent Abilities', 'Marksmanship', 'Mind Control Resistance', 'Natural Weapons', 'Photographic Reflexes', 'Power Sense', 'Radiation Immunity', 'Self-Sustenance', 'Shockwaves Generation', 'Swordsmanship', 'Telepathy Resistance', 'Transformation', 'Weapons Master', 'Cold Resistance', 'Empathy', 'Longevity', 'Psionic Powers', 'Stealth']",,,The King of Fighters '95,Bad,KOF - King of Fighters,Male,"195.6 cm • 6'5""",97.52 kg • 214.99 lbs,White / Red,White
47,Orochimaru,/orochimaru/10-13177/,,85,35,30,50,70,100,"['Agility', 'Chi Manipulation', 'Curse Manipulation', 'Durability', 'Electrokinesis', 'Endurance', 'Enhanced Touch', 'Explosion Manipulation', 'Fire Control', 'Heat Generation', 'Illusions', 'Intelligence', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Ninjutsu', 'Peak Human Condition', 'Reflexes', 'Sealing', 'Shapeshifting', 'Stamina', 'Stealth', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Terrakinesis', 'Toxin and Disease Control', 'Transformation', 'Water Control', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Animal Control', 'Animation', 'Camouflage', 'Cold Resistance', 'Danger Sense', 'Dexterity', 'Duplication', 'Elasticity', 'Electricity Resistance', 'Element Control', 'Energy Absorption', 'Energy Constructs', 'Energy Manipulation', 'Energy Resistance', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Heat Resistance', 'Indomitable Will', 'Insanity', 'Invulnerability', 'Jump', 'Master Tactician', 'Necromancy', 'Paralysis', 'Possession', 'Regeneration', 'Resurrection', 'Soul Manipulation', 'Statistics Amplification', 'Summoning', 'Super Breath', 'Toxin and Disease Resistance', 'Vision - Night', 'Wallcrawling', 'Death Manipulation', 'Death Touch', 'Immortality', 'Plant Control', 'Telekinesis']",,Konohagakure,"Volume #5, Naruto Chapter #45",Bad,"Naruto - Naruto, shippuden, Boruto",Male,"177.8 cm • 5'10""",64 kg • 141.1 lbs,Hazel,Black
48,Oromë,/orom/10-26532/,,100,100,100,100,100,100,"['Age Manipulation', 'Animal Oriented Powers', 'Blessed', 'Bloodlust', 'Clairvoyance', 'Clairvoyance Resistance', 'Corruption Resistance', 'Creation', 'Damage Boost', 'Danger Sense', 'Dimensional Awareness', 'Divine Powers', 'Dream Manipulation', 'Durability', 'Element Control', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Enhanced Thievery', 'Enhanced Touch', 'Fate Resistance', 'Fear Inducement', 'Fear Manipulation', 'Fire Resistance', 'Immortality', 'Immortality Negation', 'Insanity', 'Invisibility', 'Invulnerability', 'Life Manipulation', 'Light Control', 'Marksmanship', 'Memory Manipulation', 'Nigh-Omnipresence', 'Peak Human Condition', 'Preparation', 'Rage Inducement', 'Sage Mode', 'Shapeshifting', 'Sleep Manipulation', 'Stamina', 'Super Speed', 'Super Strength', 'Swordsmanship', 'Telekinesis', 'Telepathy', 'Telepathy Resistance', 'Umbrakinesis', 'Weapon-based Powers', 'Weapons Master', 'Acrobatics', 'Curse Resistance', 'Damage Transferal', 'Dimension Storage', 'Dimensional Travel', 'Existence Erasure', 'Existence Erasure Resistance', 'Godly Physiology', 'Higher Dimensional Manipulation', 'Indomitable Will', 'Mind Blast', 'Plot Manipulation', 'Plot Manipulation Resistance', 'Reality Warping', 'Reality Warping Resistance', 'Sonic Scream', 'Soul Manipulation', 'Soul Resistance', 'Teleportation', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Water Control', 'Weapon Creation', 'Weather Control', 'Shockwaves Generation']",,Before Creation of The Universe,Silmarilion,Good,,Male,-,-,-,-
49,Orordius,/orordius/10-44505/,Ororo Munroe,65,1,20,30,75,50,"['Electro-Magnetism Manipulation', 'Electrokinesis', 'Indomitable Will', 'Levitation', 'Telepathy Resistance', 'Vision - Thermal', 'Weather Control', 'Psionic Powers', 'Light Control', 'Precognition', 'Underwater breathing']",,"New York City, New York",X-Men: Alpha #1 (1994),Bad,Earth-295 - Age of Apocalypse,Female,-,-,Blue,White
50,Ororo,/ororo/10-34146/,Ororo Munroe,0,0,0,0,0,0,,,,,,Earth-90214 - Marvel Noir,,-,-,,
51,Oroshi Kirin,/oroshi-kirin/10-49417/,,0,0,0,0,0,0,,,,,,MH - Monster Hunter,,-,-,,
52,Orphan,/orphan/10-13433/,Cassandra Cain,70,1,20,10,14,100,"['Acrobatics', 'Agility', 'Dexterity', 'Durability', 'Marksmanship', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Stealth', 'Weapon-based Powers', 'Weapons Master', 'Indomitable Will', 'Instinctive Reaction', 'Pressure Points', 'Enhanced Smell', 'Hacking', 'Master Tactician']",Cassandra Cain,,Batman & Robin Eternal #1,Good,Prime Earth - Prime DC Comics Universe,Female,"165.1 cm • 5'5""",49.9 kg • 110.01 lbs,Brown,Black
53,Orphan,/orphan/10-39636/,David Cain,0,0,0,0,0,0,,,,,,New 52 - New 52,,-,-,,
54,Orphan,/orphan/10-47098/,,0,0,0,0,0,0,,,,,,Young Justice - Young Justice (2010- TV Series),,-,-,,
55,Orphan Of Kos,/orphan-of-kos/10-15188/,,0,0,0,0,0,0,,,,,,,,-,-,,
56,Orphan-Maker,/orphan-maker/10-35484/,Peter,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
57,Orpheus,/orpheus/10-25777/,,0,0,0,0,0,0,,,,,,Vertigo - Vertigo Universe,,-,-,,
58,Orrek,/orrek/10-27124/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
59,Orrimaarko,/orrimaarko/10-29001/,,0,0,0,0,0,0,,,,,,Star Wars - Star Wars Universe,,-,-,,
60,Orryx,/orryx/10-36879/,Orryx,100,100,100,100,100,100,"['Black Hole Manipulation', 'Conceptual Manipulation', 'Cosmic Awareness', 'Creation', 'Dimension Storage', 'Dimensional Awareness', 'Dimensional Travel', 'Existence Erasure', 'Existence Erasure Resistance', 'Higher Dimensional Manipulation', 'Metaphysics Manipulation', 'Nigh-Omnipotence', 'Nigh-Omniscience', 'Omni-Sense', 'Omnifabrication', 'Omnikinesis', 'Omnilingualism', 'Omnilock', 'Omnimimicry', 'Omnipresence', 'Pataphysics Manipulation', 'Physical Anomaly', 'Physics Manipulation', 'Pocket Dimensions', 'Reality Warping', 'Reality Warping Resistance', 'Spatial Awareness', 'Spatial Communication', 'Spatial Manipulation', 'Spirit Control', 'Subatomic Manipulation', 'Subjective Reality', 'Time Manipulation', 'Time Manipulation Resistance', 'Time Travel', 'Void Manipulation', 'Vortex Creation']",,,,,,,-,-,,
61,Orso Nox,/orso-nox/10-15822/,Orso Nox,0,0,0,0,0,0,,,,,,,,-,-,,
62,Orsola Aquinas,/orsola-aquinas/10-32247/,Orusora Akwinasu,0,0,0,0,0,0,,,,,,Toaru Universe - A Certain Magical Index Universe,,-,-,,
63,Ortho Shroud,/ortho-shroud/10-50137/,,80,1,1,20,30,50,"['Damage Reduction', 'Damage Transferal', 'Fire Control', 'Magic', 'Damage Boost', 'Nanotechnology', 'Robotic Engineering', 'Statistics Amplification', 'Statistics Reduction', 'Technological Possession', 'Technopath/Cyberpath']",,,,-,Twl - Disney: Twisted-Wonderland,Male,"148 cm • 4'10.3""",-,Yellow,Blue
64,Orthos,/orthos/10-30726/,Orthos,55,100,60,45,50,95,"['Accelerated Development', 'Acrobatics', 'Agility', 'Animal Attributes', 'Berserk Mode', 'Chi Manipulation', 'Clairvoyance', 'Dexterity', 'Durability', 'Endurance', 'Energy Beams', 'Energy Blasts', 'Energy Embodiment', 'Energy Manipulation', 'Enhanced Condition', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Jump', 'Longevity', 'Master Martial Artist', 'Natural Armor', 'Peak Human Condition', 'Reflexes', 'Size Changing', 'Stamina', 'Super Speed', 'Super Strength', 'Vaporising Beams', 'Ability Shift', 'Accelerated Healing', 'Animal Oriented Powers', 'Aura', 'Awakened Power', 'Bullet Time', 'Clairvoyance Resistance', 'Cloaking', 'Element Control', 'Emotional Power Up', 'Extrasensory Perception', 'Indomitable Will', 'Instinctive Reaction', 'Invulnerability', 'Jaw Strength', 'Large Size', 'Latent Abilities', 'Marksmanship', 'Master Tactician', 'Natural Weapons', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Rage Power', 'Regeneration', 'Stealth', 'Vision - Night', 'Bloodlust', 'Indestructible Digestion', 'Insanity', 'Magic', 'Transformation']",,,Cradle: Vol 3 Blackflame,Good,Willverse - Abidan Archives,Male,-,-,Red,No Hair
65,Ortlinda,/ortlinda/10-24007/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
66,Orube,/orube/10-46260/,,0,0,0,0,0,0,,,,,,W.I.T.C.H. - W.I.T.C.H.,,-,-,,
67,Orville Halloran,/orville-halloran/10-34147/,,0,0,0,0,0,0,,,,,,Earth-90214 - Marvel Noir,,-,-,,
68,Oryou,/oryou/10-41265/,,0,0,0,0,0,0,,,,,,Gintama - Gintama Universe,,-,-,,
69,Oryou,/oryou/10-43878/,,0,0,0,0,0,0,,,,,,Fate/type Redline,,-,-,,
