,name,href,identity,intelligence,strength,speed,durability,power,combat,powers,full name,place of birth,first appearance,alignment,universe,gender,height,weight,eye color,hair color
10,Tooru Nishida,/tooru-nishida/10-47565/,,0,0,0,0,0,0,,,,,,Baki - Baki the Grappler Universe,,-,-,,
11,Tooru Sayonaki,/tooru-sayonaki/10-41479/,,0,0,0,0,0,0,,,,,,ATSA - Aria the Scarlet Ammo,,-,-,,
12,Tooth Fairy,/tooth-fairy/10-24548/,Gwendolyn Dentin,0,0,0,0,0,0,,,,,,,,-,-,,
13,Toothgnasher,/toothgnasher/10-32028/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
14,Toothgrinder,/toothgrinder/10-32027/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
15,Toothless,/toothless/10-12387/,,45,25,25,20,50,40,"['Agility', 'Berserk Mode', 'Cold Resistance', 'Dexterity', 'Electricity Absorption', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Fear Manipulation', 'Fire Control', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Invisibility', 'Longevity', 'Natural Weapons', 'Plasma Manipulation', 'Radiation Immunity', 'Reflexes', 'Sound Manipulation', 'Stamina', 'Toxin and Disease Resistance', 'Body Puppetry', 'Electricity Resistance', 'Electrokinesis', 'Levitation', 'Mind Control Resistance', 'Natural Armor']",,,,Good,,Male,-,-,Black,No Hair
16,Top-Spinner,/top-spinner/10-48194/,,0,0,0,0,0,0,,,,,,Thundercats,,-,-,,
17,Topaz,/topaz/10-511/,,0,0,0,0,0,0,,,,,Good,Earth-616 - Prime Marvel Universe,,-,-,,
18,Topaz,/topaz/10-35002/,,0,0,0,0,0,0,,,,,,Earth-93060 - Malibu universe,,-,-,,
19,Toph Beifong,/toph-beifong/10-12160/,Toph Beifong,60,55,25,30,70,90,"['Agility', 'Durability', 'Element Control', 'Intelligence', 'Master Martial Artist', 'Peak Human Condition', 'Reflexes', 'Seismic Power', 'Stamina', 'Terrakinesis', 'Vibration Manipulation', 'Accelerated Development', 'Danger Sense', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Thievery', 'Extrasensory Perception', 'Indomitable Will', 'Levitation', 'Magnetism', 'Metal Manipulation', 'Radar Sense', 'Stealth', 'Jump', 'Luck', 'Spatial Awareness']",,,,,Avatar - Avatar: The Last Airbender(2005-2008) and The Legend of Korra(2012-2014),,-,-,,
20,Topher,/topher/10-40325/,,0,0,0,0,0,0,,,,,,Total Drama,,-,-,,
21,Topo,/topo/10-19961/,Topo The Octopus,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
22,Toppo,/toppo/10-15068/,Toppo,70,100,100,100,95,100,"['Ability Shift', 'Accelerated Development', 'Accelerated Healing', 'Acrobatics', 'Agility', 'Aura', 'Awakened Power', 'Berserk Mode', 'Chi Manipulation', 'Clairvoyance', 'Clairvoyance Resistance', 'Danmaku', 'Dexterity', 'Dimensional Awareness', 'Dimensional Travel', 'Divinity', 'Durability', 'Endurance', 'Energy Armor', 'Energy Beams', 'Energy Blasts', 'Energy Embodiment', 'Energy Manipulation', 'Energy Resistance', 'Enhanced Condition', 'Existence Erasure', 'Fire Resistance', 'Flight', 'Heat Generation', 'Heat Resistance', 'Indomitable Will', 'Intelligence', 'Invulnerability', 'Jump', 'Latent Abilities', 'Light Control', 'Longevity', 'Marksmanship', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Power Sense', 'Radar Sense', 'Radiation Immunity', 'Reflexes', 'Seismic Power', 'Stamina', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Toxin and Disease Resistance', 'Stealth', 'Transformation', 'Weather Control', 'Wind Control', 'Existence Erasure Resistance']",,Universe 11,Dragon Ball Super episode 78,Good,DB - Dragon Ball Verse,Male,-,-,Yellow,No Hair
23,Toppo (Destroyer Form),/toppo-destroyer-form/10-33049/,Toppo,0,0,0,0,0,0,,,,,-,DB - Dragon Ball Verse,-,-,-,-,-
24,Tor Anderson,/tor-anderson/10-42493/,,0,0,0,0,0,0,,,,,,Alan Wake,,-,-,,
25,Tor Vizsla,/tor-vizsla/10-25573/,Tor Vizsla,0,0,0,0,0,0,,,Mandalore,Jango Fett: Open Seasons,Bad,Star Wars - Star Wars Universe,Male,"190 cm • 6'2.8""",-,Brown,Black
26,Tor-An,/tor-an/10-18207/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
27,Torbert Octavius,/torbert-octavius/10-41013/,Torbert Theadore Octavius,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
28,Torbjörn,/torbjrn/10-13485/,Torbjörn Lindholm,0,0,0,0,0,0,,,,Overwatch,Neutral,Overwatch - Overwatch Universe,Male,"140 cm • 4'7.1""",-,Brown,Blond
29,Torbolt,/torbolt/10-45760/,Torbolt The Terrible,0,0,0,0,0,0,,,,,,Max Steel - Max Steel (2013-2017 series),,-,-,,
30,Torch,/torch/10-11491/,Tom Winken,0,0,0,0,0,0,,,,,,G.I. Joe - G.I. Joe,,-,-,,
31,Torchic,/torchic/10-24203/,Torchic,30,1,1,5,5,10,"['Acrobatics', 'Agility', 'Animal Attributes', 'Cold Resistance', 'Dexterity', 'Energy Blasts', 'Enhanced Hearing', 'Fire Control', 'Fire Resistance', 'Heat Generation', 'Heat Resistance', 'Jump', 'Melting', 'Reflexes', 'Damage Boost', 'Damage Reduction', 'Energy Beams', 'Enhanced Memory', 'Enhanced Sight', 'Marksmanship', 'Danger Sense', 'Enhanced Smell', 'Homing Attack']",,,,,Pokemon - Pokemon,,"40.7 cm • 1'4""",2.5 kg • 5.51 lbs,Black,No Hair
32,Torgo,/torgo/10-41012/,Torgo,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
33,Torhana,/torhana/10-29265/,,0,0,0,0,0,0,,,,,,Super Friends - Super Friends (1973-1985 TV Series),,-,-,,
34,Tori Meadows,/tori-meadows/10-48846/,,65,1,1,5,10,20,"['Acrobatics', 'Agility', 'Extrasensory Perception', 'Non-Physical Interaction', 'Soul Manipulation', 'Summoning']",,,"Yu-Gi-Oh! ZEXAL episode 1: ""Go With the Flow, Part 1""",Good,Yu-Gi-Oh! - Yu-Gi-Oh!,Female,"157 cm • 5'1.8""",-,Brown,Green
35,Tori Whale,/tori-whale/10-40657/,,0,0,0,0,0,0,,,,,,Arrowverse - DC Television Universe,,-,-,,
36,Tori-Bot,/tori-bot/10-22613/,Tori-Bot,100,100,100,100,100,10,"['Nigh-Omnipotence', 'Omnipresence', 'Omniscience']",Tori Bot,Japan,Dr. Slump,Neutral,,Male,"170.2 cm • 5'7""",67.6 kg • 149.03 lbs,Black,
37,Toriko,/toriko/10-29635/,Toriko,0,0,0,0,0,0,,,,,Good,Toriko - Toriko Universe,Male,-,-,-,-
38,Toriko Nishina,/toriko-nishina/10-44375/,,0,0,0,0,0,0,,,,,,OP - Otherside Picnic,,-,-,,
39,Toritsuka,/toritsuka/10-31443/,Reita Toritsuka,55,1,5,5,35,10,"['Non-Physical Interaction', 'Possession']",,,,,,,-,-,,
40,Torment,/torment/10-19916/,,0,0,0,0,0,0,,,,,,,,-,-,,
41,Tormina,/tormina/10-37875/,,0,0,0,0,0,0,,,,,,Avatar Press - Avatar Press,,-,-,,
42,Tormund Giantsbane,/tormund-giantsbane/10-20475/,,0,0,0,0,0,0,,,,,,,,-,-,,
43,Tornado,/tornado/10-15470/,Tatsumaki,70,100,50,65,90,25,"['Agility', 'Aura', 'Chi Manipulation', 'Durability', 'Energy Constructs', 'Energy Manipulation', 'Flight', 'Force Fields', 'Levitation', 'Magic', 'Peak Human Condition', 'Physics Manipulation', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Telekinesis', 'Telepathy', 'Accelerated Healing', 'Adaptation', 'Anti-Gravity', 'Damage Boost', 'Danger Sense', 'Dexterity', 'Endurance', 'Energy Resistance', 'Enhanced Hearing', 'Explosion Manipulation', 'Extrasensory Perception', 'Gravity Control', 'Indomitable Will', 'Insanity', 'Invulnerability', 'Longevity', 'Magic Resistance', 'Marksmanship', 'Mind Control Resistance', 'Power Augmentation', 'Power Modification', 'Psychometry', 'Reactive Power Level', 'Seismic Power', 'Size Changing', 'Sleep Manipulation', 'Technopath/Cyberpath', 'Telepathy Resistance', 'Wind Control', 'Power Nullifier', 'Self-Sustenance', 'Stealth', 'Weather Control']",Tatsumaki,,"One Punch Man, Chapter #32",Good,OPM - One Punch Man,Female,-,-,Green,Green
44,Tornado Tyrant,/tornado-tyrant/10-12186/,Tornado Champion,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
45,Tornadus,/tornadus/10-24194/,Tornadus,0,0,0,0,0,0,,,,,,Pokemon - Pokemon,,-,-,,
46,Toro,/toro/10-20963/,Thomas Raymond,0,0,0,0,0,0,,,,,,,,-,-,,
47,Toronbo,/toronbo/10-41536/,Toronbo,0,0,0,0,0,0,,,,,,DB - Dragon Ball Verse,,-,-,,
48,Torquemada,/torquemada/10-1440/,,0,0,0,0,0,0,,,,,Good,Prime Earth - Prime DC Comics Universe,Male,-,-,,
49,Torra Doza,/torra-doza/10-19915/,Torra Doza,0,0,0,0,0,0,,Torra Doza,,Star Wars Resistance: The Recruit,Good,Star Wars - Star Wars Universe,Female,-,-,Grey,Brown
50,Torran,/torran/10-41011/,Torran,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
51,Torrent,/torrent/10-25638/,Kendall Logan,0,0,0,0,0,0,,,,,,,,-,-,,
52,Torrid,/torrid/10-37078/,,0,0,0,0,0,0,,,,,,Prime Earth - Prime DC Comics Universe,,-,-,,
53,Torterra,/torterra/10-14525/,Torterra,0,0,0,0,0,0,,,,,,Pokemon - Pokemon,,-,-,,
54,Torthar,/torthar/10-31576/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
55,Toru Nanamine,/toru-nanamine/10-36924/,,0,0,0,0,0,0,,,,,,Bakuman,,-,-,,
56,Toru Oikawa,/toru-oikawa/10-46734/,,0,0,0,0,0,0,,,,,Neutral,Haikyu!! - Haikyuu!!,Male,"184.3 cm • 6'0.6""",72.2 kg • 159.17 lbs,Brown,Brown
57,Torune Aburame,/torune-aburame/10-25551/,Aburame Torune,0,0,0,0,0,0,,,,,,"Naruto - Naruto, shippuden, Boruto",,-,-,,
58,Torunn,/torunn/10-14412/,Torunn Thorsdóttir,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
59,Torunn,/torunn/10-46497/,Torunn ThorsdĂłttir,0,0,0,0,0,0,,,,,,Earth-10071 - Marvel's Earth-10071,,-,-,,
60,Torunn,/torunn/10-46992/,Torunn ThorsdĂłttir,0,0,0,0,0,0,,,,,,Next Avengers - Next Avengers: Heroes of Tomorrow (2008 Movie),,-,-,,
61,Torvi,/torvi/10-21341/,Torvi,0,0,0,0,0,0,,Torvi,"Götaland, Sweden",Vikings S2E3: Treachery,Good,Vikings - Vikings,Female,-,-,Hazel,Blond
62,Tory Nichols,/tory-nichols/10-25199/,,0,0,0,0,0,0,,,,,,Cobra Kai,,-,-,,
63,Toshi,/toshi/10-38847/,,0,0,0,0,0,0,,,,,,Bakugan,,-,-,,
64,Toshihisa Negi,/toshihisa-negi/10-43919/,,0,0,0,0,0,0,,,,Jujutsu kaisen chapter 114,Bad,Jujutsu Kaisen Universe - Jujutsu Kaisen,Male,-,-,Black,Black
65,Toshiki Kai,/toshiki-kai/10-49405/,,80,1,6,40,70,80,"['Damage Boost', 'Damage Reduction', 'Damage Transferal', 'Fire Control', 'Fire Resistance', 'Hellfire Manipulation', 'Non-Corporeal', 'Non-Physical Interaction', 'Power Modification', 'Power Nullifier', 'Summoning', 'Attack Negation', 'Attack Reflection', 'Homing Attack', 'Power Absorption', 'Power Absorption Immunity', 'Power Sense', 'Power Suit', 'Soul Manipulation', 'Soul Resistance', 'Statistics Amplification', 'Statistics Reduction', 'Electro-Magnetism Manipulation', 'Electrokinesis', 'Existence Erasure', 'Existence Erasure Resistance']",,,Cardfight!! Vanguard Episode 1,Good,Cv - Cardfight!! Vanguard,Male,-,-,Brown,Blue
66,Toshiro Hitsugaya,/toshiro-hitsugaya/10-13455/,Toshiro Hitsugaya,65,95,100,60,80,100,"['Accelerated Development', 'Non-Physical Interaction', 'Soul Manipulation', 'Soul Resistance', 'Statistics Amplification', 'Super Speed', 'Super Strength', 'Water Control', 'Weapon-based Powers', 'Weapons Master', 'Weather Control', 'Accelerated Healing', 'Dimensional Awareness', 'Dimensional Travel', 'Extrasensory Perception', 'Flight', 'Invisibility', 'Longevity', 'Natural Weapons', 'Portal Creation', 'Power Nullifier', 'Regeneration', 'Spatial Awareness', 'Weapon Creation', 'Age Manipulation']",Toshiro Hitsugaya,,Bleach: Chapter 81,Good,Bleach - Bleach,-,"133 cm • 4'4.4""",28 kg • 61.73 lbs,Green / Blue,White
67,Toshiro Umezawa,/toshiro-umezawa/10-43747/,Umezawa Toshir?,0,0,0,0,0,0,,,"Takenuma Swamp, Kamigawa",,Neutral,MtG - Magic the Gathering,Male,-,-,-,Black
68,Tosin,/tosin/10-44488/,,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
69,Totem,/totem/10-39071/,Totem,100,100,100,100,100,100,"['Nigh-Omnipotence', 'Nigh-Omnipresence', 'Nigh-Omniscience']",,,,,WOD - World of Darkness,,-,-,,
70,Toth,/toth/10-23091/,,0,0,0,0,0,0,,,,,,,,-,-,,
71,Toto Sakigami,/toto-sakigami/10-32285/,Toto Sakigami,0,0,0,0,0,0,,,,Manga: Deadman Wonderland (Chapter #16),Neutral,DW - Deadman Wonderland,Male,-,-,-,-
72,Totodile,/totodile/10-24204/,Totodile,50,1,1,6,5,15,"['Acrobatics', 'Agility', 'Amphibious Respiration', 'Animal Attributes', 'Cold Resistance', 'Dexterity', 'Fire Resistance', 'Heat Resistance', 'Jump', 'Marksmanship', 'Power Augmentation', 'Reflexes', 'Sub-Mariner', 'Super Speed', 'Underwater breathing', 'Water Control', 'Cryokinesis', 'Damage Boost', 'Damage Reduction', 'Danger Sense', 'Enhanced Hearing', 'Power Modification', 'Vortex Creation', 'Enhanced Sight', 'Enhanced Smell', 'Self-Sustenance']",,,"Don't Touch That 'dile (Anime), Murkrow Row (Manga)",,Pokemon - Pokemon,,"61 cm • 2'0""",9.5 kg • 20.94 lbs,Red,No Hair
73,Totoro,/totoro/10-27403/,Totoro,40,75,7,25,60,5,"['Accelerated Healing', 'Durability', 'Flight', 'Magic', 'Plant Control', 'Super Breath', 'Super Strength', 'The Green', 'Empathy', 'Jump', 'Biokinesis', 'Danger Sense', 'Endurance', 'Sleep Manipulation', 'Teleportation']",,,,,,,-,-,,
74,Tou,/tou/10-32391/,Tou,0,0,0,0,0,0,,,,,,Fist Of The North Star - FOTNS,,-,-,,
75,Toujou Ayumu,/toujou-ayumu/10-41251/,,0,0,0,0,0,0,,,,,,Gintama - Gintama Universe,,-,-,,
76,Touka Toudou,/touka-toudou/10-49338/,Touka Toudou,0,0,0,0,0,0,,,,,,CoaFK - Chivalry of a Failed Knight Universe,,-,-,,
77,Touma Kamijou,/touma-kamijou/10-24841/,,45,5,50,10,90,25,"['Corruption Resistance', 'Existence Erasure Resistance', 'Fate Resistance', 'Holy Resistance', 'Magic Resistance', 'Mind Control Resistance', 'Possession Resistance', 'Power Nullifier', 'Reality Warping Resistance', 'Telepathy Resistance', 'Time Manipulation Resistance', 'Instinctive Reaction', 'Regeneration']",,,Light Novel: A Certain Magical Index Volume 1,Good,Toaru Universe - A Certain Magical Index Universe,Male,"168 cm • 5'6.1""",-,Black,Black
78,Touno Nanako,/touno-nanako/10-38962/,,0,0,0,0,0,0,,,,,,Hell Girl,,-,-,,
79,Tourne,/tourne/10-41658/,Tourne,80,25,40,30,35,95,"['Agility', 'Durability', 'Intelligence', 'Master Martial Artist', 'Master Tactician', 'Peak Human Condition', 'Reflexes', 'Stamina', 'Super Speed', 'Super Strength', 'Transformation', 'Accelerated Healing', 'Acrobatics', 'Enhanced Memory', 'Explosion Manipulation', 'Marksmanship', 'Power Augmentation', 'Pressure Points', 'Rage Power', 'Toxin and Disease Resistance', 'Weapons Master', 'Regeneration']",,,Tales From The Dark Multiverse: Knightfall #1,Good,DM - Dark Multiverse,Male,"190.5 cm • 6'3""",158.76 kg • 350 lbs,Black,Black
80,Tov Kronsteen,/tov-kronsteen/10-38795/,,0,0,0,0,0,0,,,,,,James Bond - James Bond,,-,-,,
81,Towa,/towa/10-14841/,Towa,0,0,0,0,0,0,,,Demon Realm,,Bad,,Female,-,-,Violet,White
82,Tower,/tower/10-583/,Edward Pasternak,0,0,0,0,0,0,,,,,Bad,Earth-616 - Prime Marvel Universe,-,-,-,-,-
83,Tower Knight,/tower-knight/10-15338/,,0,0,0,0,0,0,,,,,,Dark Souls Universe,,-,-,,
84,Toxic Ace,/toxic-ace/10-46088/,Jon Ace,0,0,0,0,0,0,,,,,,Monsuno - Monsuno (2011–2014 Series),,-,-,,
85,Toxic Avenger,/toxic-avenger/10-37859/,Melvin Junko,0,0,0,0,0,0,,,,,,,,-,-,,
86,Toxic Reapa,/toxic-reapa/10-12448/,,0,0,0,0,0,0,,,,,,,,-,-,,
87,Toxiclaw,/toxiclaw/10-25990/,,0,0,0,0,0,0,,,,,,Monsuno - Monsuno (2011–2014 Series),,-,-,,
88,Toxie Doxie,/toxie-doxie/10-39452/,Theresa June Covington,80,1,20,30,60,50,"['Damage Reduction', 'Energy Blasts', 'Extrasensory Perception', 'Heat Generation', 'Heat Resistance', 'Illusions', 'Intelligence', 'Natural Weapons', 'Preparation', 'Sleep Manipulation', 'Stamina', 'Super Breath', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Accelerated Healing', 'Agility', 'Body Puppetry', 'Cold Resistance', 'Dexterity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Force Fields', 'Illusion Resistance', 'Invisibility', 'Mind Blast', 'Mind Control', 'Mind Control Resistance', 'Mind Transfer', 'Pain Suppression', 'Paralysis', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Telepathy', 'Telepathy Resistance', 'Underwater breathing']",,"Boston, Massachusetts",,Bad,Earth-616 - Prime Marvel Universe,Female,"173 cm • 5'8.1""",62 kg • 136.69 lbs,Blue,Blond
89,Toxin,/toxin/10-848/,Patrick Mulligan,75,55,45,65,90,85,"['Ability Shift', 'Accelerated Healing', 'Acrobatics', 'Adaptation', 'Agility', 'Cold Resistance', 'Disguise Mastery', 'Durability', 'Endurance', 'Gliding', 'Grappling/Climbing', 'Immortality', 'Intelligence', 'Invulnerability', 'Longevity', 'Photographic Reflexes', 'Radiation Absorption', 'Radiation Immunity', 'Reflexes', 'Regeneration', 'Resurrection', 'Shapeshifting', 'Stamina', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Symbiotic Regeneration', 'Toxin and Disease Control', 'Toxin and Disease Resistance', 'Venomous Bite', 'Wallcrawling', 'Weapon Creation', 'Acid Manipulation', 'Acidic Spit', 'Camouflage', 'Danger Sense', 'Elasticity', 'Enhanced Hearing', 'Enhanced Memory', 'Enhanced Sight', 'Enhanced Smell', 'Flight', 'Information Analysis', 'Jaw Strength', 'Jump', 'Natural Weapons', 'Radiation Control', 'Soul Resistance', 'Swordsmanship', 'Tentacles', 'Weapons Master', 'Multiple Limbs']",Patrick Mulligan,New York City,Venom vs. Carnage #1 (2004),Good,Earth-616 - Prime Marvel Universe,Male,"188 cm • 6'2""",97.5 kg • 214.95 lbs,Blue,Brown
90,Toxin,/toxin/10-10494/,Eddie Brock,70,50,35,25,50,60,"['Accelerated Healing', 'Acrobatics', 'Agility', 'Biokinesis', 'Bloodlust', 'Danger Sense', 'Dexterity', 'Durability', 'Elasticity', 'Endurance', 'Enhanced Hearing', 'Enhanced Memory', 'Heat Resistance', 'Intelligence', 'Radiation Immunity', 'Regeneration', 'Stamina', 'Super Speed', 'Super Strength', 'Symbiote Costume', 'Symbiotic Regeneration', 'Toxin and Disease Resistance', 'Wallcrawling', 'Camouflage', 'Cold Resistance', 'Immortality', 'Intangibility', 'Jump', 'Longevity', 'Reflexes', 'Shapeshifting', 'Size Changing', 'Telepathy Resistance', 'Vitakinesis', 'Web Creation']",Edward Charles Allan Brock,"San Francisco, California",Venom Vol 2 #17,Good,Earth-616 - Prime Marvel Universe,Male,"190.5 cm • 6'3""",117.9 kg • 259.93 lbs,Black,Blond
91,Toxin,/toxin/10-29230/,Bren Waxers,0,0,0,0,0,0,,,,,,Earth-616 - Prime Marvel Universe,,-,-,,
92,Toxin,/toxin/10-38624/,Patrick Mulligan,0,0,0,0,0,0,,,,,,SPUMC - Sony Pictures Universe of Marvel Characters,,-,-,,
